가맹점명,사용가능지역화폐,시도명,시군구명,소재지도로명주소,소재지지번주소,업종명,주요상품,전화번호,데이터기준일자
플로라제과점,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 익산대로17길 13, 1층 (모현동1가,홈마트)",,음식점/식음료업,,,2025-06-10
1티어짐,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로17길 44-4 2층 1티어짐,,기술/기능 교육,,,2025-06-10
달콤허니,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 관연길 68-6 (태성리),,식자재/유통,,,2025-06-10
이도령갈비탕,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 평동로 744 화심생두부,,음식점/식음료업,,,2025-06-10
우리요양원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 인북로 231 우리요양원,,생활/리빙,,,2025-06-10
황등초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 황금로 17-6 (황등리),,기술/기능 교육,,,2025-06-10
비젼오토바이센타,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동서로 176 (남중동),,자동차/주유,,,2025-06-10
비비큐(BBQ)영동올리브점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로15길 11 1층,,음식점/식음료업,,,2025-06-10
평안건강원,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 인북로9길 5, 북부시장내 (남중동)",,식자재/유통,,,2025-06-10
토속식당,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 익산대로 142-16, 1층 (중앙동2가)",,음식점/식음료업,,,2025-06-10
농업회사법인(주)제이웰푸드,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 푸드폴리스로 49 (광암리),,식자재/유통,,,2025-06-10
플로리움카페테리아,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 황금로 794 (기양리),,문화/체육,,,2025-06-10
오산남초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 남전1길 27 (남전리),,기술/기능 교육,,,2025-06-10
박영길복싱클럽,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로10길 8 3층,,기술/기능 교육,,,2025-06-10
고향냉면,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 석암로 74 고향냉면,,음식점/식음료업,,,2025-06-10
들꽃무지개,익산다이로움카드,전북특별자치도,익산시,,전북특별자치도 익산시 황등면 율촌리 506-9,생활/리빙,,,2025-06-10
(주)세원생명공학 펩타이드생산본,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 산단구평길 142-41, 403호404호,405호,406호 (구평리,주얼리집적산업센터)",,보건/복지,,,2025-06-10
군산오징어 익산모현점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로3길 38 1층,,음식점/식음료업,,,2025-06-10
쉼,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 고봉로 243 1층 쉼네일,,생활/리빙,,,2025-06-10
이리팔봉초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로31길 10 (팔봉동),,기술/기능 교육,,,2025-06-10
모쿠모쿠원광대직영점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로4길 24 1층 상가,,음식점/식음료업,,,2025-06-10
(주)제이알,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 성당로 413-104 (두동리),,식자재/유통,,,2025-06-10
고려주단,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 인북로10길 7 고려주단 1층,,의류/잡화,,,2025-06-10
다모아마트,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 약촌로 31 (금강동),,식자재/유통,,,2025-06-10
뉴욕버거,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로 893 (신동,원대학생회관내)",,음식점/식음료업,,,2025-06-10
누가의료기익산점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 하나로13길 38 우남그랜드상가 108동201호,,보건/복지,,,2025-06-10
디엠종합안전,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 약촌로 189 (영등동),,생활/리빙,,,2025-06-10
대진종합상사,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 목천로12길 13 (인화동1가),,자동차/주유,,,2025-06-10
요하마라21(원광대점),익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로6길 38, 1층 (신동)",,음식점/식음료업,,,2025-06-10
대길육묘장,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 신야길 16 (신기리),,기타,,,2025-06-10
삼기초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 황금로 523 (간촌리),,기술/기능 교육,,,2025-06-10
변사또 남중점,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 익산대로 257, 상가동 105호 (남중동,이화아파트)",,기타,,,2025-06-10
파스타딜리,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동서로47길 11 1층,,음식점/식음료업,,,2025-06-10
꽃이야기 꽃집,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동서로 222 (남중동),,생활/리빙,,,2025-06-10
왕궁초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 견우길 3 (흥암리),,기술/기능 교육,,,2025-06-10
귀자네,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 서동로 102-14 (동산동),,음식점/식음료업,,,2025-06-10
블랙야크익산팔봉점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1487 블랙야크 팔봉점,,문화/체육,,,2025-06-10
동래집익산영등점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 하나로11길 31 동래집 익산영등점,,음식점/식음료업,,,2025-06-10
에바다공예,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 서동로11길 21 에바다공방,,기타,,,2025-06-10
원팜약국,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 하나로 443 1층 원팜약국,,보건/복지,,,2025-06-10
맘스터치 익산부송점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 부송1로 74 1층 맘스터치,,음식점/식음료업,,,2025-06-10
김가네야식,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 중앙로 136 1층,,음식점/식음료업,,,2025-06-10
당고,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로8길 10 당고빵집,,음식점/식음료업,,,2025-06-10
낭산초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 우신길 142 (호암리),,기술/기능 교육,,,2025-06-10
물레방아,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 금마면 미륵사지로 457 1층,,음식점/식음료업,,,2025-06-10
현대중전기,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 여강로 60, 1층 (제남리)",,의류/잡화,,,2025-06-10
욕쟁이포차,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 부송1로 67-16 1층 욕쟁이 포차,,음식점/식음료업,,,2025-06-10
한솔가든,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 쌍능길 20-1 한솔가든,,음식점/식음료업,,,2025-06-10
한금숙 팥죽,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로20길 12 1층,,음식점/식음료업,,,2025-06-10
함열초등학교,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 함열8길 2 (와리),,기술/기능 교육,,,2025-06-10
소풍,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 인북로4길 7 인화동1가,,여행/숙박,,,2025-06-10
진미면막국수,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 학곤로 79 진미면막국수,,음식점/식음료업,,,2025-06-10
동양고압호스,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 목천로 268-2 (인화동1가),,식자재/유통,,,2025-06-10
골목길,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 하나로8길 3-1 골목길,,음식점/식음료업,,,2025-06-10
디어밀,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동천로1길 20 근린생활시설 3동 b104호,,음식점/식음료업,,,2025-06-10
제이키친,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로1길 102-4 서림재1층 101호,,음식점/식음료업,,,2025-06-10
망성초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 여강로 903 (장선리),,기술/기능 교육,,,2025-06-10
국제중전기,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 평동로 623 국제전기모터,,생활/리빙,,,2025-06-10
고기넘버원(NO1)김반장,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 부송로 103, 1층 (부송동)",,음식점/식음료업,,,2025-06-10
재신상사,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 다산길 27 (흥왕리),,식자재/유통,,,2025-06-10
샐러디아 익산점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 고현로7길 12 1층 샐러디아,,음식점/식음료업,,,2025-06-10
평화당구클럽,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 인북로 27, 6층 (인화동1가,양복전문할인매장)",,문화/체육,,,2025-06-10
브리즈코리아(BREEZE-KOREA),익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 인북로 142 (남중동),,자동차/주유,,,2025-06-10
더편하개,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로6길 19 1층 더편하개,,생활/리빙,,,2025-06-10
한국직업능률개발원,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 배산로24길 62, 2층 201호 (모현동1가,상가)",,기술/기능 교육,,,2025-06-10
중앙천막사,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 인북로 78-1 (갈산동),,생활/리빙,,,2025-06-10
스테이 스터디카페,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1086 세원빌딩 5층,,기술/기능 교육,,,2025-06-10
익산보물창고,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 평동로 530-7, 201동 604호 (평화동,클래시움아파트)",,의류/잡화,,,2025-06-10
성당초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 성당로 354-16 (갈산리),,기술/기능 교육,,,2025-06-10
익산로컬푸드직매장어양점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동서로63길 57 익산로컬푸드직매장,,식자재/유통,,,2025-06-10
울엄마,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로41길 19 (남중동),,음식점/식음료업,,,2025-06-10
월드락커피숍,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 배산로 149, 2층 (모현동1가)",,음식점/식음료업,,,2025-06-10
씨유 익산송학점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 군익로6길 26-7 1층 씨유 익산송학점,,기타,,,2025-06-10
세권유통,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 오동1길 56-1 (임상동),,식자재/유통,,,2025-06-10
흥왕초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 흥왕1길 17 (흥왕리),,기술/기능 교육,,,2025-06-10
이룸익산학원,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 서동로 84-1, 2~3층 (동산동,원조동태찜)",,입시/교습학원,,,2025-06-10
에스엔에스골프스튜디오(익산지점),익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로38길 211 (창평리),,문화/체육,,,2025-06-10
비어치킨,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 익산대로52길 42, 1층 (남중동,SinglenCouple남중점)",,음식점/식음료업,,,2025-06-10
명랑시대쌀핫도그 원광대점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 익산대로68길 51 상가동 108호 명랑핫도그원광대점,,음식점/식음료업,,,2025-06-10
알지오안경영등점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1005-20 알지오안경,,의류/잡화,,,2025-06-10
이리북일초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동서로19길 100 (신동),,기술/기능 교육,,,2025-06-10
모나코,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 중앙로4길 3, 1층 (주현동,운정)",,음식점/식음료업,,,2025-06-10
더편한정형외과의원,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로 1202, 1층2층 (부송동)",,보건/복지,,,2025-06-10
제일범버,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 익산대로23길 41 (신동),,가구/인테리어,,,2025-06-10
옛날전통맛순대,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 군익로 483 (송학동),,음식점/식음료업,,,2025-06-10
댕글댕글작은책방,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 부송1로1길 28 2층,,문화/체육,,,2025-06-10
(유)소윤,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1527 (석왕동),,문화/체육,,,2025-06-10
청춘마차,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 고봉로18길 107 어양동596-16,,음식점/식음료업,,,2025-06-10
서해바다,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1262 1층,,음식점/식음료업,,,2025-06-10
천서초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 천서길 221 (천서리),,기술/기능 교육,,,2025-06-10
이리베베(I-RI BEBE),익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 서동로26길 9 이리베베,,의류/잡화,,,2025-06-10
하림유통,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로33길 72 (남중동),,식자재/유통,,,2025-06-10
빨간지붕 익산점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1074 1층 2호,,의류/잡화,,,2025-06-10
성북초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 신작길 17-5 (신작리),,기술/기능 교육,,,2025-06-10
수리수학원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로26길 13 3층 진명빌딩 301호 수리수학원,,입시/교습학원,,,2025-06-10
황경환세무.회계사무소,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 익산대로52길 28 (남중동),,기타,,,2025-06-10
플러스옷장,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로25길 17 플러스옷장,,의류/잡화,,,2025-06-10
이온헤어,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 배산로14길 5 1층 이온헤어,,생활/리빙,,,2025-06-10
킴스헤어프로샵,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 군익로15길 29 1층 킴스헤어,,생활/리빙,,,2025-06-10
1급동산자동차공업사,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 목천로6길 42, 206-3,206-4 (인화동1가)",,식자재/유통,,,2025-06-10
서창석유,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동안로 300 (무형리),,자동차/주유,,,2025-06-10
왕북초등학교,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 금광길 54-12 (동용리),,기술/기능 교육,,,2025-06-10
토리양과,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 인북로62길 13-8 102호,,음식점/식음료업,,,2025-06-10
아모스익산점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 오산면 신석1길 1 1층,,의류/잡화,,,2025-06-10
마루에다,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 866-7 1층,,음식점/식음료업,,,2025-06-10
머리사랑,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 왕궁로 525, 1층 (흥암리)",,생활/리빙,,,2025-06-10
나들이육묘장,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 화강암로 178 (황등리),,식자재/유통,,,2025-06-10
미륵초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 용순길 243 (용순리),,기술/기능 교육,,,2025-06-10
박정화미용실,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동서로61길 27-13 (어양동),,생활/리빙,,,2025-06-10
보드람치킨 익산모현점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로3길 39-16 1층 보드람치킨 익산모현점,,음식점/식음료업,,,2025-06-10
동원샘물(익산중앙점),익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 석암로2길 27 하우스,,식자재/유통,,,2025-06-10
왕궁제일미용실,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 왕궁면 왕궁로 520 제일미용실,,생활/리빙,,,2025-06-10
마음씀 떡공방,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 중앙로1길 24-14 2층 202호,,식자재/유통,,,2025-06-10
하이클래스영어수학전문학원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 서동로12길 11-63 3층,,입시/교습학원,,,2025-06-10
미스터땡초(송학점),익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 배산로6길 8-14, 1층 (송학동)",,음식점/식음료업,,,2025-06-10
용산초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 용산로 193 (죽촌리),,기술/기능 교육,,,2025-06-10
중앙청과상회,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 중앙로3길 37, 1층 (창인동1가)",,식자재/유통,,,2025-06-10
미락에프앤,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 용동면 용성길 41 미락에프앤,,식자재/유통,,,2025-06-10
카페당본,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 중앙로 12-36 카페당본,,음식점/식음료업,,,2025-06-10
GOOD  WEELL전산,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 874 (신동),,가전/통신,,,2025-06-10
이리신흥초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 하나로3길 10 (금강동),,기술/기능 교육,,,2025-06-10
커피와함께라면 2호점,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 동서로61길 7, 1층 (어양동)",,음식점/식음료업,,,2025-06-10
웅포블루베리,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 솔내길 7-9 (송천리),,식자재/유통,,,2025-06-10
나눔터,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 익산대로20길 16-1 (창인동1가),,의류/잡화,,,2025-06-10
상무초밥 익산직영점,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로 1033-7, 1층 (영등동,신발백화점)",,음식점/식음료업,,,2025-06-10
미니스톱익산시청점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 인북로32길 14 (남중동),,식자재/유통,,,2025-06-10
샤크로플 익산점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 중앙로13길 41-5 샤크로플,,음식점/식음료업,,,2025-06-10
태양사,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 미륵사지로 173-2 (용순리),,의류/잡화,,,2025-06-10
다송초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 익산대로 1351 (다송리),,기술/기능 교육,,,2025-06-10
세븐일레븐 익산인화공단점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 목천로16길 6 (인화동1가),,식자재/유통,,,2025-06-10
다온푸릇,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 인북로62길 9 1층,,식자재/유통,,,2025-06-10
김여사김치,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 중앙로3길 27 중앙시장 상가1층5.43호,,식자재/유통,,,2025-06-10
용성초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 하맹길 183 (구평리),,기술/기능 교육,,,2025-06-10
지에스(GS)25 원광대중앙점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동서로13길 16 지에스25 원광대중앙점,,기타,,,2025-06-10
믹스존,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 익산대로68길 51 상가동 101호,,의류/잡화,,,2025-06-10
성심청소클리닉,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 배산로10길 9-1 .,,기타,,,2025-06-10
익산하나로LPG충전소,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 하나로 61 (금강동),,자동차/주유,,,2025-06-10
진미가든,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 보석로3길 3 진미가든,,음식점/식음료업,,,2025-06-10
이리석암초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 서동로46길 119 (석암동),,기술/기능 교육,,,2025-06-10
니코니코과자점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동서로63길 4 104호 니코니코과자점,,음식점/식음료업,,,2025-06-10
숲정이화로구이,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 여강로 85 (제남리),,음식점/식음료업,,,2025-06-10
네일 밤,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 하나로13길 38 우남그랜드타운 상가 108동202 네일밤,,생활/리빙,,,2025-06-10
석불초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 진북로 267 (연동리),,기술/기능 교육,,,2025-06-10
대성복층유리,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 계문길 76 (현영동),,식자재/유통,,,2025-06-10
송학당구클럽,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 배산로6길 32-12, 2층 (송학동)",,문화/체육,,,2025-06-10
아시아 맛집,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 동서로18길 7, 2층 (남중동,훼미리타운)",,음식점/식음료업,,,2025-06-10
천마카센타,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 미륵사지로1길 32 (동고도리),,자동차/주유,,,2025-06-10
에이치엑스에이치(HxH),익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 동서로19길 83, 1층 (신동)",,의류/잡화,,,2025-06-10
레드헤어모드,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 중앙로 12-136 (중앙동2가),,생활/리빙,,,2025-06-10
프리덤휘트니스,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1036 4층,,문화/체육,,,2025-06-10
용북초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 용북로 81 (법성리),,기술/기능 교육,,,2025-06-10
다온유통,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동서로7길 18 (신동),,식자재/유통,,,2025-06-10
드림정보시스템,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로 321 (마동),,생활/리빙,,,2025-06-10
씨유 익산왕궁스타점,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로 2125-1, 외 5필지 (도순리)",,식자재/유통,,,2025-06-10
포텐골프클럽,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 하나로 549, 3층 (어양동)",,문화/체육,,,2025-06-10
현대방수도장,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 항쟁로 149 (영만리),,건축/철물,,,2025-06-10
(유)예밭,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 익산대로36길 41, 1층 (남중동)",,음식점/식음료업,,,2025-06-10
영만초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로4길 42-9 (장신리),,기술/기능 교육,,,2025-06-10
골드팜마켓,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로 348 1층 골드팜마켓,,식자재/유통,,,2025-06-10
삼원보석,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 호반로 8, 1층 (동용리,주얼팰리스)",,귀금속,,,2025-06-10
미인미성  헤어픽쳐스,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 익산대로20길 42 미인미성 미용실,,생활/리빙,,,2025-06-10
동양자동차용품,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로 116 동양자동차용품,,자동차/주유,,,2025-06-10
서울종합주방,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동서로 237 서울종합주방,,생활/리빙,,,2025-06-10
실크로드,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 익산대로17길 16, 상가 107호 (모현동1가,현대1차아파트)",,의류/잡화,,,2025-06-10
세븐일레븐 익산공단대로점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 선화로73길 5 세븐일레븐 익산공단대로저,,식자재/유통,,,2025-06-10
디미방김치,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 익산대로20길 23 1층 디미방김치,,식자재/유통,,,2025-06-10
황등남초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 황등서로 44 (황등리),,기술/기능 교육,,,2025-06-10
왕궁면이장단 협의회,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 하나로 322 (어양동,,중앙체육공원주차장)",,음식점/식음료업,,,2025-06-10
지니기획,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로1길 37, 103호 (모현동2가)",,디자인/인쇄,,,2025-06-10
롯데칠성음료익산대리점,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 고봉로24길 18, 301동 507호 (영등동,영등2차제일아파트)",,식자재/유통,,,2025-06-10
남부냉동주방,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 인북로12길 43 (주현동),,가구/인테리어,,,2025-06-10
(유)미소천사,익산다이로움카드,전북특별자치도,익산시,"전북특별자치도 익산시 무왕로 1194, 3층 (부송동)",,기타,,,2025-06-10
블리스헤어,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 876 블리스헤어,,생활/리빙,,,2025-06-10
유승산업,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 오산로 78-7 (장신리),,가구/인테리어,,,2025-06-10
왕궁남초등학교,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 학호길 12 (온수리),,기술/기능 교육,,,2025-06-10
탑스크린 골프존,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 고봉로18길 28 2층,,문화/체육,,,2025-06-10
도여사고깃집,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 함열읍 함열중앙로 70 도여사고깃집,,음식점/식음료업,,,2025-06-10
이마트24익산비사벌점,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 동천로7길 53-1,,식자재/유통,,,2025-06-10
유리피아노교습소,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 무왕로25길 12 제일5차상가 3층 유리피아노,,기술/기능 교육,,,2025-06-10
이리중앙초등학교병설유치원,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 인북로 77 (갈산동),,기술/기능 교육,,,2025-06-10
토박이,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 왕궁면 푸드폴리스로6길 40 토박이식당,,음식점/식음료업,,,2025-06-10
코러스마트,익산다이로움카드,전북특별자치도,익산시,전북특별자치도 익산시 여산면 가람로 397 코러스마트,,식자재/유통,,,2025-06-10
