가맹점명,사용가능지역화폐,시도명,시군구명,소재지도로명주소,소재지지번주소,업종명,주요상품,전화번호,데이터기준일자
향토정,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 성산면 철새로 31,,음식점업,,,2024-11-05
반희뷰티,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 축동로 33(수송동),,소매업,,,2024-11-05
룰루베리팜,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 개정면 원발산길 7,,기타,,,2024-11-05
빠끄,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 수송안1길 20(수송동),,음식점업,,,2024-11-05
군산초장집,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 수송안10길 21(수송동),,음식점업,,,2024-11-05
이룸 블라인드&커튼,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 대학로 284(나운동),,소매업,,,2024-11-05
오늘유통,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 백릉로 9(경장동),,소매업,,,2024-11-05
아모레수송점,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 월명로270(수송동),,소매업,,,2024-11-05
도미노피자 군산조촌점,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 궁포안2길 27(조촌동),,음식점업,,,2024-11-05
전북31바 5288,군산사랑상품권,전북특별자치도,군산시,"전북특별자치도 군산시 미장13길 33(미장동, 제일풍경채아파트)",,기타,,,2024-11-05
그리니몽,군산사랑상품권,전북특별자치도,군산시,"전북특별자치도 군산시 궁포2로 25(조촌동, e편한세상 디오션시티)",,교육서비스업,,,2024-11-05
한마음축산,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 문화로 137(수송동),,소매업,,,2024-11-05
"쉼,어묵그리고한잔술 디오션점",군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 궁포안2길 18(조촌동),,음식점업,,,2024-11-05
마라홀릭마라탕 군산수송점,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 수송5길 5(수송동),,음식점업,,,2024-11-05
디아트허브미술학원,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 백릉로 145(조촌동),,교육서비스업,,,2024-11-05
고창집,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 구시장로 61(신영동),,음식점업,,,2024-11-05
메가엠지씨커피 군산대점,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 황룡로 10(미룡동),,음식점업,,,2024-11-05
클라이드앤(나운점),군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 하나운로 37(나운동),,소매업,,,2024-11-05
세진이네,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 나운안3길 5(나운동),,음식점업,,,2024-11-05
동양한식뷔페,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 외항로 263(산북동),,음식점업,,,2024-11-05
아임파인앤유,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 구영3길 28(월명동),,소매업,,,2024-11-05
천해염업사,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 옥구읍 척동길 73,,소매업,,,2024-11-05
밥&풀,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 상나운로 79(나운동),,음식점업,,,2024-11-05
군산 전자담배 라미야,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 대학로 302(나운동),,소매업,,,2024-11-05
아람헤어,군산사랑상품권,전북특별자치도,군산시,"전북특별자치도 군산시 계산로 71(지곡동, 지곡 쌍용 예가)",,개인서비스업,,,2024-11-05
선장의 식탁,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 대학로 226(나운동),,제조업,,,2024-11-05
꽃과사람들,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 진포안1길 2(수송동),,소매업,,,2024-11-05
동제의원,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 기와골1길 4(오룡동),,보건업,,,2024-11-05
옥산수산,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 내항2길 216(금동),,소매업,,,2024-11-05
아이리움 안경원 군산점,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 궁포안1길 33(조촌동),,소매업,,,2024-11-05
블랑-메이,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 원산북1길 40(산북동),,소매업,,,2024-11-05
최우주 태권도,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 궁포3로 8(조촌동),,교육서비스업,,,2024-11-05
투썸플레이스 군산새만금점,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 새만금북로 424(오식도동),,음식점업,,,2024-11-05
연이네,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 풍문2길 5(미원동),,음식점업,,,2024-11-05
